Protocol,Source Address,Source Port,Destination Address,Destination Port,Packet Time,Payload Hex,Note
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:09,
TCP,192.168.241.128,80,192.168.241.1,57271,2021-Nov-27 14:55:09,
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:09,
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:09,50:4f:53:54:20:2f:77:70:2d:61:64:6d:69:6e:2f:61:64:6d:69:6e:2d:61:6a:61:78:2e:70:68:70:20:48:54:54:50:2f:31:2e:31:0d:0a:48:6f:73:74:3a:20:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:0d:0a:43:6f:6e:6e:65:63:74:69:6f:6e:3a:20:6b:65:65:70:2d:61:6c:69:76:65:0d:0a:43:6f:6e:74:65:6e:74:2d:4c:65:6e:67:74:68:3a:20:37:38:0d:0a:41:63:63:65:70:74:3a:20:61:70:70:6c:69:63:61:74:69:6f:6e:2f:6a:73:6f:6e:2c:20:74:65:78:74:2f:6a:61:76:61:73:63:72:69:70:74:2c:20:2a:2f:2a:3b:20:71:3d:30:2e:30:31:0d:0a:58:2d:52:65:71:75:65:73:74:65:64:2d:57:69:74:68:3a:20:58:4d:4c:48:74:74:70:52:65:71:75:65:73:74:0d:0a:55:73:65:72:2d:41:67:65:6e:74:3a:20:4d:6f:7a:69:6c:6c:61:2f:35:2e:30:20:28:57:69:6e:64:6f:77:73:20:4e:54:20:31:30:2e:30:3b:20:57:69:6e:36:34:3b:20:78:36:34:29:20:41:70:70:6c:65:57:65:62:4b:69:74:2f:35:33:37:2e:33:36:20:28:4b:48:54:4d:4c:2c:20:6c:69:6b:65:20:47:65:63:6b:6f:29:20:43:68:72:6f:6d:65:2f:39:36:2e:30:2e:34:36:36:34:2e:34:35:20:53:61:66:61:72:69:2f:35:33:37:2e:33:36:0d:0a:43:6f:6e:74:65:6e:74:2d:54:79:70:65:3a:20:61:70:70:6c:69:63:61:74:69:6f:6e:2f:78:2d:77:77:77:2d:66:6f:72:6d:2d:75:72:6c:65:6e:63:6f:64:65:64:3b:20:63:68:61:72:73:65:74:3d:55:54:46:2d:38:0d:0a:4f:72:69:67:69:6e:3a:20:68:74:74:70:3a:2f:2f:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:0d:0a:52:65:66:65:72:65:72:3a:20:68:74:74:70:3a:2f:2f:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:2f:77:70:2d:61:64:6d:69:6e:2f:75:70:6c:6f:61:64:2e:70:68:70:0d:0a:41:63:63:65:70:74:2d:45:6e:63:6f:64:69:6e:67:3a:20:67:7a:69:70:2c:20:64:65:66:6c:61:74:65:0d:0a:41:63:63:65:70:74:2d:4c:61:6e:67:75:61:67:65:3a:20:65:6e:2d:55:53:2c:65:6e:3b:71:3d:30:2e:39:2c:76:69:3b:71:3d:30:2e:38:0d:0a:43:6f:6f:6b:69:65:3a:20:77:6f:72:64:70:72:65:73:73:5f:35:37:37:31:32:31:34:30:66:31:62:37:63:39:39:38:35:31:34:31:33:30:64:63:64:65:62:31:66:39:36:61:3d:61:75:74:68:6f:72:25:37:43:31:36:33:38:31:37:30:39:37:35:25:37:43:64:51:6f:52:45:74:36:68:58:4e:4a:74:4a:70:65:72:57:50:78:50:74:6b:6d:6b:77:64:45:6c:33:46:75:4f:64:7a:5a:38:62:4a:4b:51:46:42:64:25:37:43:65:31:36:62:36:32:62:37:64:37:36:30:36:38:33:66:62:61:31:37:65:37:64:32:32:34:61:65:66:33:31:64:37:65:36:64:32:37:30:63:64:63:35:63:31:36:33:66:39:33:30:64:35:64:63:30:37:61:63:35:36:63:61:38:3b:20:77:6f:72:64:70:72:65:73:73:5f:74:65:73:74:5f:63:6f:6f:6b:69:65:3d:57:50:2b:43:6f:6f:6b:69:65:2b:63:68:65:63:6b:3b:20:77:6f:72:64:70:72:65:73:73:5f:6c:6f:67:67:65:64:5f:69:6e:5f:35:37:37:31:32:31:34:30:66:31:62:37:63:39:39:38:35:31:34:31:33:30:64:63:64:65:62:31:66:39:36:61:3d:61:75:74:68:6f:72:25:37:43:31:36:33:38:31:37:30:39:37:35:25:37:43:64:51:6f:52:45:74:36:68:58:4e:4a:74:4a:70:65:72:57:50:78:50:74:6b:6d:6b:77:64:45:6c:33:46:75:4f:64:7a:5a:38:62:4a:4b:51:46:42:64:25:37:43:37:30:65:61:31:62:38:31:36:38:31:33:66:38:33:33:64:63:30:37:32:33:66:61:38:30:32:66:66:35:35:35:34:61:37:66:36:34:63:32:63:36:66:62:62:61:33:33:31:38:34:64:37:64:30:62:32:34:36:36:36:34:63:66:3b:20:77:70:2d:73:65:74:74:69:6e:67:73:2d:74:69:6d:65:2d:32:3d:31:36:33:37:39:39:38:31:37:38:0d:0a:0d:0a:69:6e:74:65:72:76:61:6c:3d:36:30:26:5f:6e:6f:6e:63:65:3d:30:39:37:31:34:30:33:38:37:31:26:61:63:74:69:6f:6e:3d:68:65:61:72:74:62:65:61:74:26:73:63:72:65:65:6e:5f:69:64:3d:75:70:6c:6f:61:64:26:68:61:73:5f:66:6f:63:75:73:3d:74:72:75:65
TCP,192.168.241.128,80,192.168.241.1,57271,2021-Nov-27 14:55:09,
TCP,192.168.241.128,80,192.168.241.1,57271,2021-Nov-27 14:55:09,48:54:54:50:2f:31:2e:31:20:32:30:30:20:4f:4b:0d:0a:44:61:74:65:3a:20:53:61:74:2c:20:32:37:20:4e:6f:76:20:32:30:32:31:20:30:37:3a:35:35:3a:30:39:20:47:4d:54:0d:0a:53:65:72:76:65:72:3a:20:41:70:61:63:68:65:2f:32:2e:34:2e:31:38:20:28:55:62:75:6e:74:75:29:0d:0a:41:63:63:65:73:73:2d:43:6f:6e:74:72:6f:6c:2d:41:6c:6c:6f:77:2d:4f:72:69:67:69:6e:3a:20:68:74:74:70:3a:2f:2f:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:0d:0a:41:63:63:65:73:73:2d:43:6f:6e:74:72:6f:6c:2d:41:6c:6c:6f:77:2d:43:72:65:64:65:6e:74:69:61:6c:73:3a:20:74:72:75:65:0d:0a:58:2d:52:6f:62:6f:74:73:2d:54:61:67:3a:20:6e:6f:69:6e:64:65:78:0d:0a:58:2d:43:6f:6e:74:65:6e:74:2d:54:79:70:65:2d:4f:70:74:69:6f:6e:73:3a:20:6e:6f:73:6e:69:66:66:0d:0a:45:78:70:69:72:65:73:3a:20:57:65:64:2c:20:31:31:20:4a:61:6e:20:31:39:38:34:20:30:35:3a:30:30:3a:30:30:20:47:4d:54:0d:0a:43:61:63:68:65:2d:43:6f:6e:74:72:6f:6c:3a:20:6e:6f:2d:63:61:63:68:65:2c:20:6d:75:73:74:2d:72:65:76:61:6c:69:64:61:74:65:2c:20:6d:61:78:2d:61:67:65:3d:30:0d:0a:58:2d:46:72:61:6d:65:2d:4f:70:74:69:6f:6e:73:3a:20:53:41:4d:45:4f:52:49:47:49:4e:0d:0a:52:65:66:65:72:72:65:72:2d:50:6f:6c:69:63:79:3a:20:73:74:72:69:63:74:2d:6f:72:69:67:69:6e:2d:77:68:65:6e:2d:63:72:6f:73:73:2d:6f:72:69:67:69:6e:0d:0a:43:6f:6e:74:65:6e:74:2d:4c:65:6e:67:74:68:3a:20:34:37:0d:0a:4b:65:65:70:2d:41:6c:69:76:65:3a:20:74:69:6d:65:6f:75:74:3d:35:2c:20:6d:61:78:3d:31:30:30:0d:0a:43:6f:6e:6e:65:63:74:69:6f:6e:3a:20:4b:65:65:70:2d:41:6c:69:76:65:0d:0a:43:6f:6e:74:65:6e:74:2d:54:79:70:65:3a:20:61:70:70:6c:69:63:61:74:69:6f:6e:2f:6a:73:6f:6e:3b:20:63:68:61:72:73:65:74:3d:55:54:46:2d:38:0d:0a:0d:0a:7b:22:77:70:2d:61:75:74:68:2d:63:68:65:63:6b:22:3a:74:72:75:65:2c:22:73:65:72:76:65:72:5f:74:69:6d:65:22:3a:31:36:33:37:39:39:39:37:30:39:7d
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:09,
UDP,192.168.241.1,59044,239.255.255.250,1900,2021-Nov-27 14:55:11,4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:39:36:2e:30:2e:34:36:36:34:2e:34:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:11,50:4f:53:54:20:2f:77:70:2d:61:64:6d:69:6e:2f:61:73:79:6e:63:2d:75:70:6c:6f:61:64:2e:70:68:70:20:48:54:54:50:2f:31:2e:31:0d:0a:48:6f:73:74:3a:20:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:0d:0a:43:6f:6e:6e:65:63:74:69:6f:6e:3a:20:6b:65:65:70:2d:61:6c:69:76:65:0d:0a:43:6f:6e:74:65:6e:74:2d:4c:65:6e:67:74:68:3a:20:32:38:33:32:35:31:0d:0a:55:73:65:72:2d:41:67:65:6e:74:3a:20:4d:6f:7a:69:6c:6c:61:2f:35:2e:30:20:28:57:69:6e:64:6f:77:73:20:4e:54:20:31:30:2e:30:3b:20:57:69:6e:36:34:3b:20:78:36:34:29:20:41:70:70:6c:65:57:65:62:4b:69:74:2f:35:33:37:2e:33:36:20:28:4b:48:54:4d:4c:2c:20:6c:69:6b:65:20:47:65:63:6b:6f:29:20:43:68:72:6f:6d:65:2f:39:36:2e:30:2e:34:36:36:34:2e:34:35:20:53:61:66:61:72:69:2f:35:33:37:2e:33:36:0d:0a:43:6f:6e:74:65:6e:74:2d:54:79:70:65:3a:20:6d:75:6c:74:69:70:61:72:74:2f:66:6f:72:6d:2d:64:61:74:61:3b:20:62:6f:75:6e:64:61:72:79:3d:2d:2d:2d:2d:57:65:62:4b:69:74:46:6f:72:6d:42:6f:75:6e:64:61:72:79:42:32:6f:4d:66:41:35:39:31:50:4f:4d:54:41:41:51:0d:0a:41:63:63:65:70:74:3a:20:2a:2f:2a:0d:0a:4f:72:69:67:69:6e:3a:20:68:74:74:70:3a:2f:2f:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:0d:0a:52:65:66:65:72:65:72:3a:20:68:74:74:70:3a:2f:2f:31:39:32:2e:31:36:38:2e:32:34:31:2e:31:32:38:2f:77:70:2d:61:64:6d:69:6e:2f:75:70:6c:6f:61:64:2e:70:68:70:0d:0a:41:63:63:65:70:74:2d:45:6e:63:6f:64:69:6e:67:3a:20:67:7a:69:70:2c:20:64:65:66:6c:61:74:65:0d:0a:41:63:63:65:70:74:2d:4c:61:6e:67:75:61:67:65:3a:20:65:6e:2d:55:53:2c:65:6e:3b:71:3d:30:2e:39:2c:76:69:3b:71:3d:30:2e:38:0d:0a:43:6f:6f:6b:69:65:3a:20:77:6f:72:64:70:72:65:73:73:5f:35:37:37:31:32:31:34:30:66:31:62:37:63:39:39:38:35:31:34:31:33:30:64:63:64:65:62:31:66:39:36:61:3d:61:75:74:68:6f:72:25:37:43:31:36:33:38:31:37:30:39:37:35:25:37:43:64:51:6f:52:45:74:36:68:58:4e:4a:74:4a:70:65:72:57:50:78:50:74:6b:6d:6b:77:64:45:6c:33:46:75:4f:64:7a:5a:38:62:4a:4b:51:46:42:64:25:37:43:65:31:36:62:36:32:62:37:64:37:36:30:36:38:33:66:62:61:31:37:65:37:64:32:32:34:61:65:66:33:31:64:37:65:36:64:32:37:30:63:64:63:35:63:31:36:33:66:39:33:30:64:35:64:63:30:37:61:63:35:36:63:61:38:3b:20:77:6f:72:64:70:72:65:73:73:5f:74:65:73:74:5f:63:6f:6f:6b:69:65:3d:57:50:2b:43:6f:6f:6b:69:65:2b:63:68:65:63:6b:3b:20:77:6f:72:64:70:72:65:73:73:5f:6c:6f:67:67:65:64:5f:69:6e:5f:35:37:37:31:32:31:34:30:66:31:62:37:63:39:39:38:35:31:34:31:33:30:64:63:64:65:62:31:66:39:36:61:3d:61:75:74:68:6f:72:25:37:43:31:36:33:38:31:37:30:39:37:35:25:37:43:64:51:6f:52:45:74:36:68:58:4e:4a:74:4a:70:65:72:57:50:78:50:74:6b:6d:6b:77:64:45:6c:33:46:75:4f:64:7a:5a:38:62:4a:4b:51:46:42:64:25:37:43:37:30:65:61:31:62:38:31:36:38:31:33:66:38:33:33:64:63:30:37:32:33:66:61:38:30:32:66:66:35:35:35:34:61:37:66:36:34:63:32:63:36:66:62:62:61:33:33:31:38:34:64:37:64:30:62:32:34:36:36:36:34:63:66:3b:20:77:70:2d:73:65:74:74:69:6e:67:73:2d:74:69:6d:65:2d:32:3d:31:36:33:37:39:39:38:31:37:38:0d:0a:0d:0a
TCP,192.168.241.1,57271,192.168.241.128,80,2021-Nov-27 14:55:11,2d:2d:2d:2d:2d:2d:57:65:62:4b:69:74:46:6f:72:6d:42:6f:75:6e:64:61:72:79:42:32:6f:4d:66:41:35:39:31:50:4f:4d:54:41:41:51:0d:0a:43:6f:6e:74:65:6e:74:2d:44:69:73:70:6f:73:69:74:69:6f:6e:3a:20:66:6f:72:6d:2d:64:61:74:61:3b:20:6e:61:6d:65:3d:22:6e:61:6d:65:22:0d:0a:0d:0a:74:65:73:74:2e:6a:70:67:0d:0a:2d:2d:2d:2d:2d:2d:57:65:62:4b:69:74:46:6f:72:6d:42:6f:75:6e:64:61:72:79:42:32:6f:4d:66:41:35:39:31:50:4f:4d:54:41:41:51:0d:0a:43:6f:6e:74:65:6e:74:2d:44:69:73:70:6f:73:69:74:69:6f:6e:3a:20:66:6f:72:6d:2d:64:61:74:61:3b:20:6e:61:6d:65:3d:22:61:63:74:69:6f:6e:22:0d:0a:0d:0a:75:70:6c:6f:61:64:2d:61:74:74:61:63:68:6d:65:6e:74:0d:0a:2d:2d:2d:2d:2d:2d:57:65:62:4b:69:74:46:6f:72:6d:42:6f:75:6e:64:61:72:79:42:32:6f:4d:66:41:35:39:31:50:4f:4d:54:41:41:51:0d:0a:43:6f:6e:74:65:6e:74:2d:44:69:73:70:6f:73:69:74:69:6f:6e:3a:20:66:6f:72:6d:2d:64:61:74:61:3b:20:6e:61:6d:65:3d:22:5f:77:70:6e:6f:6e:63:65:22:0d:0a:0d:0a:37:37:30:33:30:39:32:32:64:66:0d:0a:2d:2d:2d:2d:2d:2d:57:65:62:4b:69:74:46:6f:72:6d:42:6f:75:6e:64:61:72:79:42:32:6f:4d:66:41:35:39:31:50:4f:4d:54:41:41:51:0d:0a:43:6f:6e:74:65:6e:74:2d:44:69:73:70:6f:73:69:74:69:6f:6e:3a:20:66:6f:72:6d:2d:64:61:74:61:3b:20:6e:61:6d:65:3d:22:61:73:79:6e:63:2d:75:70:6c:6f:61:64:22:3b:20:66:69:6c:65:6e:61:6d:65:3d:22:74:65:73:74:2e:6a:70:67:22:0d:0a:43:6f:6e:74:65:6e:74:2d:54:79:70:65:3a:20:69:6d:61:67:65:2f:6a:70:65:67:0d:0a:0d:0a:ff:d8:ff:e0:00:10:4a:46:49:46:00:01:01:01:01:2c:01:2c:00:00:ff:e1:00:76:45:78:69:66:00:00:4d:4d:00:2a:00:00:00:08:00:05:01:0d:00:02:00:00:00:14:00:00:00:4a:01:1a:00:05:00:00:00:01:00:00:00:5e:01:1b:00:05:00:00:00:01:00:00:00:66:01:28:00:03:00:00:00:01:00:02:00:00:02:13:00:03:00:00:00:01:00:01:00:00:00:00:00:00:3c:3f:70:68:70:20:70:68:70:69:6e:66:6f:28:29:3b:20:3f:3e:00:00:00:01:2c:00:00:00:01:00:00:01:2c:00:00:00:01:ff:db:00:43:00:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:ff:db:00:43:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:01:ff:c0:00:11:08:02:00:02:00:03:01:11:00:02:11:01:03:11:01:ff:c4:00:1f:00:00:01:04:03:01:01:01:01:00:00:00:00:00:00:00:00:06:04:05:07:08:02:03:09:0a:01:00:0b:ff:c4:00:4a:10:00:02:01:03:02:04:04:03:05:06:05:03:03:03:00:0b:01:02:03:04:05:11:12:21:00:06:31:41:07:13:22:51:08:61:71:14:32:81:91:f0:15:23:42:a1:b1:c1:09:24:33:52:d1:62:e1:f1:16:43:72:17:25:34:53:82:0a:44:63:b2:26:92:35:73:a2:ff:c4:00:1d:01:00:01:04:03:01:01:00:00:00:00:00:00:00:00:00:00:05:03:04:06:07:01:02:08:00:09:ff:c4:00:50:11:00:01:03:02:04:04:03:05:07:03:03:03:03:01:00:13:01:02:03:11:04:21:00:05:12:31:06:13:41:51:22:61:71:14:32:81:91:f0:07:23:42:a1:b1:c1:d1:52:e1:f1:15:33:62:08:24:72:16:43:82:25:34:53:92:a2:35:44:63:b2:09:17:54:73:26:64:74:83:84:93:c2:ff:da:00:0c:03:01:00:02:11:03:11:00:3f:00:f2:42:d0:ee:01:3f:c3:9f:a9:fe:bf:5e:bf:f3:6b:90:0e:f8:04:54:61:26:7b:fe:47:19:ac:15:2d:e9:84:1c:1c:6a:03:b8:1b:ff:00:2f:a7:03:eb:53:ee:90:74:fe:f7:36:8f:f1:84:1d:70:a0:15:03:e2:83:7b:79:d8:48:31:d4:f4:fc:f0:1f:cd:f4:d2:c1:34:46:4e:e8:bb:fc:f0:a7:f9:12:47:cf:19:e0:52:e7:51:9e:c3:f4:11:f9:63:40:b2:ba:66:94:77:fb:c8:b0:1b:2d:47:a7:98:fe:70:01:21:66:d5:95:ce:46:73:d3:39:1d:7f:1f:fb:f4:3c:27:33:3a:4c:10:71:a8:d8:7a:0c:27:d0:be:df:cc:ff:00:cf:1a:84:10:6f:04:7d:79:63:38:d6:50:e7:6e:9f:87:e4:73:c2:98:c1:d8:fa:1c:1a:59:70:60:d0:06:70:06:d8:f6:db:a9:f6:e0:dd:17:89:91:37:83:6f:2e:bf:5b:da:de:58:49:b2:4a:d7:27:a0:b7:d0:fa:fd:37:d5:39:c9:50:71:83:8d:b6:df:7f:60:33:8e:1c:2f:71:e9:fb:9c:3e:c3:76:96:2d:ea:24:8f:9f:d3:b7:f7:e1:22:90:6e:47:eb:85:12:90:40:24:7e:bd:f1:96:81:8c:64:fc:87:6e:19:ab:de:57:fe:47:f5:c2:98:d0:c1:b4:9d:bb:e3:3d:fa:fe:b3:fd:7b:70:89:0b:20:dc:7d:7c:31:ec:69:2a:da:5b:e9:f2:df:e5:d7:8d:42:15:fe:63:f6:13:8f:61:04:f1:13:83:8c:ec:3f:0c:12:7f:be:ff:00:2e:33:a0:f9:7e:7f:c6:3d:84:ae:b2:0c:1c:6d:fa:fe:5c:6a:44:58:e3:d8:55:0b:36:30:4f:63:fd:7f:5f:5e:bc:65:03:c5:f9:fe:83:f4:c7:b1:bb:85:51:73:7f:ea:8f:85:b1:ec:66:92:64:64:fe:1f:d3:1c:6f:a5:5d:bf:31:8d:42:c1:31:7c:6c:0a:3a:81:f8:8c:ff:00:e3:8d:08:07:7c:6d:8f:bf:df:8f:04:03:b0:fc:ff:00:93:8d:4a:82:77:eb:8d:88:70:a4:9e:99:ff:00:8e:32:52:b9:ed:f0:9c:64:19:b8:c6:d8:c8:6c:e0:e3:3d:47:73:db:e7:db:db:fb:1e:13:29:83:2a:bf:e4:7e:5f:df:cf:19:c6:d8:c1:cb
